Date	Subscribers	Views		Subscriber 2	Views 2		Subscibers 3	Views 3		Subscribers 4	Views 4
28-Nov-20	3650000			444000			25300				
29-Nov-20	3660000			445000			25600				
30-Nov-20	3670000			446000			25700				
1-Dec-20	3690000	531042006		447000	5935862		25800	368186		77	1999
2-Dec-20	3710000			449000			25900				
3-Dec-20	3720000			452000			26000				
4-Dec-20	3750000	536747541		453000			26100				
5-Dec-20	3770000			456000			26300				
6-Dec-20	3790000			476000			26400				
7-Dec-20	3810000			528000			26500				
8-Dec-20	3820000			566000			26600				
9-Dec-20	3840000			583000			26700	381164			
10-Dec-20	3870000			593000			26800				
11-Dec-20	3890000			598000			27000				
12-Dec-20	3900000	550366973		603000							
13-Dec-20	3930000			608000			27100				
14-Dec-20	3950000			611000			27200				
15-Dec-20	3980000			613000			27300				
16-Dec-20	4020000			618000			27400				
17-Dec-20	4090000			621000							
18-Dec-20	4140000			624000			27500	393029			
19-Dec-20	4190000			628000			27600				
20-Dec-20	4210000	578082460		633000			27700				
21-Dec-20	4270000			636000			27800				
22-Dec-20	4300000			639000			27900				
23-Dec-20	4340000			642000			28000				
24-Dec-20	4370000			645000			28100				
25-Dec-20	4390000			647000			28200				
26-Dec-20	4410000			649000			28400	405385			
27-Dec-20	4430000			652000			28500				
28-Dec-20	4480000	597483134		654000			28600				
29-Dec-20	4510000			658000			28700				
30-Dec-20	4540000			662000			28900				
31-Dec-20	4570000			666000			29000				
1-Jan-21	4590000	601618880		669000	10121311		29100	417198		115	2773
2-Jan-21	4610000			672000			29300				
3-Jan-21	4640000			674000			29400	421038			
4-Jan-21	4680000			677000			29600				
5-Jan-21	4730000	617757071		680000			29700				
6-Jan-21	4820000			684000			29900				
7-Jan-21	4960000			688000			30100				
8-Jan-21	5000000			691000			30200				
9-Jan-21	5040000			694000			30400				
10-Jan-21	5060000			696000			30600				
11-Jan-21	5090000			699000			30700	439372			
12-Jan-21	5110000			701000			30900				
13-Jan-21	5130000	645641487		702000			31100				
14-Jan-21	5150000			705000							
15-Jan-21	5160000			706000			31200				
16-Jan-21	5220000			707000			31300				
17-Jan-21	5240000			710000			31400				
18-Jan-21	5260000			711000			31500				
19-Jan-21	5300000			713000			31600	451657			
20-Jan-21	5330000			714000			31700				
21-Jan-21	5350000	662398975		717000			31800				
22-Jan-21	5360000			719000			31900				
23-Jan-21	5380000			722000			32000				
24-Jan-21	5400000			726000			32100				
25-Jan-21	5430000			729000							
26-Jan-21	5440000			733000			32200				
27-Jan-21	5460000			736000			32300	461819			
28-Jan-21	5480000			740000			32400				
29-Jan-21	5490000	671677534		744000			32500				
30-Jan-21	5510000			764000			32600				
31-Jan-21	5520000			769000			32700				
1-Feb-21	5550000	667390776		774000	16391814		32800	468101		123	3061
2-Feb-21	5560000			779000			32900				
3-Feb-21	5570000			783000			33000				
4-Feb-21	5590000			786000			33100	472911			
5-Feb-21	5620000			802000			33200				
6-Feb-21	5630000	668062303		804000			33400				
7-Feb-21	5650000			806000			33600				
8-Feb-21	5670000			810000			33800				
9-Feb-21	5700000			811000			34000				
10-Feb-21	5720000			813000			34200				
11-Feb-21	5730000			816000			34400				
12-Feb-21	5760000			819000			34600				
13-Feb-21	5770000			821000			34800	496253			
14-Feb-21	5810000	689352080		833000			35000				
15-Feb-21	5830000			837000			35200				
16-Feb-21	5840000			839000							
17-Feb-21	5870000			842000			35300				
18-Feb-21	5890000			843000			35400				
19-Feb-21	5900000			844000			35500				
20-Feb-21	5920000			847000			35600				
21-Feb-21	5930000			848000			35700	506622			
22-Feb-21	5950000	698968627		849000			35800				
23-Feb-21	5960000			850000			35900				
24-Feb-21	5980000			852000			36000				
25-Feb-21	5990000						36100				
26-Feb-21	6000000			853000			36200				
27-Feb-21	6010000			854000							
28-Feb-21	6030000			855000			36300				
1-Mar-21	6060000	715208553		858000	20467348		36400	514383		132	3253
2-Mar-21	6090000	717922561		859000							
3-Mar-21	6100000			860000			36500				
4-Mar-21	6120000			863000			36600				
5-Mar-21	6130000			868000			36700				
6-Mar-21	6160000			870000							
7-Mar-21	6190000			871000			36800				
8-Mar-21	6210000			873000			36900				
9-Mar-21	6230000			876000			37000	522860			
10-Mar-21	6240000	738507045		877000							
11-Mar-21	6250000			878000			37100				
12-Mar-21	6270000			880000			37200				
13-Mar-21	6280000			881000							
14-Mar-21	6290000			882000			37300				
15-Mar-21	6300000			883000			37400				
16-Mar-21	6320000			885000			37500				
17-Mar-21				886000			37600	532303			
18-Mar-21	6330000	751303447									
19-Mar-21	6350000			887000			37700				
20-Mar-21	6370000			900000			37800				
21-Mar-21	6380000			902000							
22-Mar-21	6390000			903000							
23-Mar-21	6400000			904000			37900				
24-Mar-21	6410000			905000							
25-Mar-21	6420000			911000			38000	539166			
26-Mar-21	6430000	761749321		913000							
27-Mar-21	6440000			916000			38100				
28-Mar-21	6460000			919000							
29-Mar-21	6470000			922000			38200				
30-Mar-21	6480000			924000							
31-Mar-21	6490000			925000			38300				
1-Apr-21	6510000	773026833		926000	26494812		38400	545042		135	3394
2-Apr-21	6520000			928000			38500	545740			
3-Apr-21	6530000	760481256		929000			38600				
4-Apr-21	6560000			930000			38800				
5-Apr-21	6600000			933000			38900				
6-Apr-21	6610000			935000			39000				
7-Apr-21	6720000			938000			39100				
8-Apr-21	6760000			941000			39300				
9-Apr-21	6780000			943000			39400				
10-Apr-21	6800000						39500	559846			
11-Apr-21	6820000	792328616		945000			39600				
12-Apr-21	6840000			946000			39800				
13-Apr-21	6850000			948000			39900				
14-Apr-21	6880000			949000			40000				
15-Apr-21	6900000			951000			40100				
16-Apr-21	6920000			953000			40200				
17-Apr-21	6930000			954000			40300				
18-Apr-21	6950000			956000			40500	575037			
19-Apr-21	6960000	813215798		957000			40600				
20-Apr-21	6990000			959000			40700				
21-Apr-21	7000000			961000			40800				
22-Apr-21	7020000			962000			40900				
23-Apr-21	7030000			965000			41100				
24-Apr-21	7040000			966000							
25-Apr-21	7060000			968000			41200				
26-Apr-21	7070000			969000			41300				
27-Apr-21	7090000	826949870		971000			41400	584782			
28-Apr-21	7150000			973000			41500				
29-Apr-21	7170000			975000			41600				
30-Apr-21	7180000			977000			41700				
1-May-21	7190000	833135410		979000	29868829		41800			142	3594
2-May-21	7210000			982000			41900	590516			
3-May-21	7220000						42000				
4-May-21	7230000			983000			42100				
5-May-21	7250000	839001548		984000							
6-May-21	7260000			985000			42200				
7-May-21	7270000			986000			42300				
8-May-21	7280000			987000			42600	597290			
9-May-21	7290000			988000			42400				
10-May-21	7310000			989000			42500				
11-May-21				990000			42600				
12-May-21	7330000			991000							
13-May-21	7340000	849606617		992000			42700				
14-May-21	7350000						42800				
15-May-21	7370000			993000			42900				
16-May-21	7380000			994000			43100	606002			
17-May-21							43000				
18-May-21	7400000			995000							
19-May-21	7410000			996000			43100				
20-May-21	7420000			997000			43200				
21-May-21	7430000	860702723									
22-May-21	7440000			998000			43300				
23-May-21	7450000			999000			43400				
24-May-21	7460000			1000000			43600	613501			
25-May-21	7470000						43500				
26-May-21	7480000						43600				
27-May-21	7500000										
28-May-21	7520000				31149119		43700				
29-May-21	7540000	877106647					43800				
30-May-21	7550000			1010000							
31-May-21	7560000						43900				
1-Jun-21	7570000	883416308			31446274		44000	622163		169	4207
2-Jun-21	7600000						44100				
3-Jun-21	7620000										
4-Jun-21	7630000						44200				
5-Jun-21	7650000			1020000	31907996		44300				
6-Jun-21	7670000	889206438					44400				
7-Jun-21	7690000										
8-Jun-21	7720000						44500				
9-Jun-21	7740000						44600	632567			
10-Jun-21	7750000						44700				
11-Jun-21											
12-Jun-21	7760000						44800				
13-Jun-21	7770000				32636207		44900				
14-Jun-21	7780000	907381828		1030000			45000				
15-Jun-21	7790000										
16-Jun-21	7800000						45100				
17-Jun-21	7810000						45200	640186			
18-Jun-21							45300				
19-Jun-21	7820000										
20-Jun-21	7830000						45400				
21-Jun-21	7840000				33019131						
22-Jun-21	7870000	916176906					45500				
23-Jun-21	7880000										
24-Jun-21	7890000						45600				
25-Jun-21	7900000						45800	647700			
26-Jun-21	7910000						45700				
27-Jun-21	7950000			1040000							
28-Jun-21	7960000						45800				
29-Jun-21	7970000				33371523		45900				
30-Jun-21	7980000	932403098									
1-Jul-21	7990000	933655722			33452366		46000	653891		220	4870
2-Jul-21	8000000										
3-Jul-21							46100	655799			
4-Jul-21	8010000						46200				
5-Jul-21	8020000										
6-Jul-21							46300				
7-Jul-21	8030000				33720718		46400				
8-Jul-21	8040000	941989361									
9-Jul-21	8050000						46500				
10-Jul-21	8060000						46600	662075			
11-Jul-21	8070000										
12-Jul-21	8080000			1050000			46700				
13-Jul-21	8090000						46800				
14-Jul-21	8100000						46900				
15-Jul-21	8110000				34142370						
16-Jul-21	8120000	951589637					47000				
17-Jul-21	8130000						47100				
18-Jul-21	8140000						47200				
19-Jul-21	8150000										
20-Jul-21	8160000						47300				
21-Jul-21	8170000						47400				
22-Jul-21	8180000						47500				
23-Jul-21	8190000				34538933		47600				
24-Jul-21	8200000	957087381									
25-Jul-21	8210000						47700				
26-Jul-21	8220000						47800				
27-Jul-21	8240000			1060000							
28-Jul-21	8250000						47900				
29-Jul-21	8260000						48000				
30-Jul-21	8270000										
31-Jul-21	8290000				34932513		48100				
1-Aug-21	8300000	968659860			34982249		48200	684824		250	5437
2-Aug-21	8310000						48300				
3-Aug-21	8320000										
4-Aug-21	8330000						48400				
5-Aug-21	8340000										
6-Aug-21	8350000						48500				
7-Aug-21	8360000										
8-Aug-21	8370000				35359337		48600				
9-Aug-21	8380000	979123880					48700				
10-Aug-21	8390000			1070000			49300				
11-Aug-21							49900				
12-Aug-21	8400000						50500				
13-Aug-21							51100				
14-Aug-21	8410000						51700				
15-Aug-21	8420000						52400				
16-Aug-21					35724055						
17-Aug-21	8430000	989672026									
18-Aug-21	8440000						52500				
19-Aug-21											
20-Aug-21	8450000						52600				
21-Aug-21	8460000										
22-Aug-21							52700				
23-Aug-21	8470000										
24-Aug-21					36058520		52800				
25-Aug-21	8480000	998406956									
26-Aug-21							52900				
27-Aug-21	8490000						53000				
28-Aug-21	8610000			1080000			53200				
29-Aug-21	8670000						53400				
30-Aug-21	8720000			1090000			53500				
31-Aug-21	8750000						53700				
1-Sep-21	8780000	1017888682			36443109		53900	718409		265	5933
2-Sep-21	8790000	1019709696					54000				
3-Sep-21	8810000						54200				
4-Sep-21	8840000						54400				
5-Sep-21	8860000						54500				
6-Sep-21	8870000			1100000			54700				
7-Sep-21	8890000						54900				
8-Sep-21	8900000						55100				
9-Sep-21	8920000				36755023						
10-Sep-21	8930000	1040625271									
11-Sep-21							55200				
12-Sep-21	8940000										
13-Sep-21	8960000						55300				
14-Sep-21											
15-Sep-21	8990000						55400				
16-Sep-21	9010000			1110000							
17-Sep-21	9020000				37020103		55500				
18-Sep-21	9030000	1056013379									
19-Sep-21	9050000						55600				
20-Sep-21											
21-Sep-21	9060000										
22-Sep-21	9070000						55700				
23-Sep-21	9080000										
24-Sep-21	9090000						55800				
25-Sep-21	9100000				37264611						
26-Sep-21	9120000	1069975099									
27-Sep-21	9130000						55900				
28-Sep-21	9140000										
29-Sep-21	9150000						56000				
30-Sep-21										286	6296
1-Oct-21	9160000	1076034926		1120000	37502861		56100	745248		287	6310
2-Oct-21	9170000	1078359134									
3-Oct-21					37612111						
4-Oct-21	9180000	1080539016			37643698		56200				
5-Oct-21											
6-Oct-21	9190000						56300				
7-Oct-21											
8-Oct-21	9200000									289	6432
9-Oct-21							56400	750175			
10-Oct-21	9210000	1085968026									
11-Oct-21					37876367		56500				
12-Oct-21	9220000	1087921724			37906230						
13-Oct-21											
14-Oct-21	9230000						56600				
15-Oct-21											
16-Oct-21	9240000									298	6560
17-Oct-21							56700	755921			
18-Oct-21	9250000	1092792767									
19-Oct-21					38102547						
20-Oct-21	9260000	1094333920			38124067		56800				
21-Oct-21											
22-Oct-21	9270000						56900				
23-Oct-21											
24-Oct-21	9280000									301	6617
25-Oct-21								759562			
26-Oct-21	9290000	1098702732									
27-Oct-21					38233286						
28-Oct-21	9300000	1099977185			38246525						
29-Oct-21											
30-Oct-21											
31-Oct-21	9310000										
1-Nov-21		1102354964			38293616		57000	762167		304	6711
2-Nov-21	9320000							762489			
3-Nov-21		1103389585									
4-Nov-21					38322502						
5-Nov-21	9330000										
6-Nov-21											
7-Nov-21	9340000										
8-Nov-21							57100				
9-Nov-21	9350000									307	6802
10-Nov-21								765533			
11-Nov-21	9360000	1108208824									
12-Nov-21				1130000	38408821						
13-Nov-21	9370000				38419911						
14-Nov-21							57200				
15-Nov-21											
16-Nov-21	9380000										
17-Nov-21										309	6906
18-Nov-21	9390000						57300	770901			
19-Nov-21		1107907743									
20-Nov-21					38493302						
21-Nov-21	9400000				38502389		57400				
22-Nov-21											
23-Nov-21	9410000										
24-Nov-21							57500				
25-Nov-21	9420000									313	7015
26-Nov-21							57700	775184			
27-Nov-21	9430000	1114328200					57600				
28-Nov-21					38575775						
29-Nov-21	9470000				38590868						
30-Nov-21	9480000						57700				
1-Dec-21	9490000	1115710481			38990208		57900	778062		315	7114
2-Dec-21							57800				
3-Dec-21	9500000										7143
4-Dec-21	9510000						57900	780374			
5-Dec-21	9520000	1120912152									
6-Dec-21	9530000			1140000	39673482		58000				
7-Dec-21					39723341						
8-Dec-21	9540000						58100				
9-Dec-21											
10-Dec-21	9550000						58200				
11-Dec-21	9560000						58300			328	7391
12-Dec-21							58400	786409			
13-Dec-21	9570000	1131188342									
14-Dec-21					39916768						
15-Dec-21					39937189						
16-Dec-21	9580000										
17-Dec-21	9590000										
18-Dec-21											
19-Dec-21	9600000									341	7645
20-Dec-21							58500	790319			
21-Dec-21	9610000	1138527224									
22-Dec-21					40049674						
23-Dec-21					40063082		58600				
24-Dec-21	9660000						58700				
25-Dec-21	9720000						58800				
26-Dec-21	9730000						59000				
27-Dec-21	9820000						59100			382	8023
28-Dec-21	9840000			1150000			59200	795532			
29-Dec-21	9880000	1153803040					59300				
30-Dec-21	9920000				40230494		59500				
31-Dec-21	10000000				40271648		59600				
1-Jan-22		1158018695					59700	798894		389	8150
2-Jan-22							59800				
3-Jan-22							60000				
4-Jan-22										392	8247
5-Jan-22							60200	802667			
6-Jan-22		1163851335									
7-Jan-22					40465739		60100				
8-Jan-22					40491315						
9-Jan-22											
10-Jan-22											
11-Jan-22							60200				
12-Jan-22										405	8532
13-Jan-22							60300	807244			
14-Jan-22		1171208728		1160000							
15-Jan-22	10100000				40637470						
16-Jan-22					40655566						
17-Jan-22											
18-Jan-22											
19-Jan-22											
20-Jan-22										418	8698
21-Jan-22							60400	810756			
22-Jan-22		1177393671									
23-Jan-22					40775230						
24-Jan-22					40789193						
25-Jan-22											
26-Jan-22											
27-Jan-22											
28-Jan-22										423	8860
29-Jan-22							60500	813586			
30-Jan-22		1185484119									
31-Jan-22					40892178						
1-Feb-22		1187623652		1170000	40905051			814620		426	8912
2-Feb-22											
3-Feb-22											
4-Feb-22											
5-Feb-22										431	8972
6-Feb-22								816419			
7-Feb-22		1193245072									
8-Feb-22					41017275						
9-Feb-22	10200000				41030579						
10-Feb-22											
11-Feb-22											
12-Feb-22											
13-Feb-22										435	9133
14-Feb-22							60600	819342			
15-Feb-22		1199029339									
16-Feb-22					41128820						
17-Feb-22					41142988						
18-Feb-22											
19-Feb-22											
20-Feb-22											
21-Feb-22										439	9246
22-Feb-22								821512			
23-Feb-22		1204234834									
24-Feb-22					41241298						
25-Feb-22					41252696						
26-Feb-22											
27-Feb-22											
28-Feb-22											
1-Mar-22		1207443621			41299473			823569		441	9361
2-Mar-22							60700	823864			
3-Mar-22		1208402154									
4-Mar-22					41323459						
5-Mar-22					41349397						
6-Mar-22											
7-Mar-22											
8-Mar-22											
9-Mar-22										446	9495
10-Mar-22								826121			
11-Mar-22		1212469426									
12-Mar-22					41424210						
13-Mar-22					41434732						
14-Mar-22											
15-Mar-22											
16-Mar-22											
17-Mar-22										447	9620
18-Mar-22								828210			
19-Mar-22		1217095912									
20-Mar-22					41509849						
21-Mar-22					41519445						
22-Mar-22											
23-Mar-22											
24-Mar-22											
25-Mar-22										451	9756
26-Mar-22	10300000						60800	830036			
27-Mar-22		1221251606									
28-Mar-22					41576557						
29-Mar-22					41588966						
30-Mar-22											
31-Mar-22											
1-Apr-22		1223111798			41625711			831376		457	9823
2-Apr-22											9833
3-Apr-22								831806			
4-Apr-22		1227527832									
5-Apr-22					41680285						
6-Apr-22					41694381						
7-Apr-22											
8-Apr-22											
9-Apr-22											
10-Apr-22											
11-Apr-22										461	9944
12-Apr-22		1233044312						833943			
13-Apr-22					41780521						
14-Apr-22					41791231						
15-Apr-22											
16-Apr-22											
17-Apr-22											
18-Apr-22											
19-Apr-22										462	10037
20-Apr-22		1237539230					60900	835951			
21-Apr-22					41867625						
22-Apr-22											
23-Apr-22											
24-Apr-22											
25-Apr-22											
26-Apr-22											
27-Apr-22										470	10229
28-Apr-22		1241273374						837822			
29-Apr-22					41927788						
30-Apr-22					41936931						
1-May-22		1242640535			41944750			838398		471	10265
2-May-22											
3-May-22											
4-May-22											
5-May-22											
6-May-22		1244827383								476	10308
7-May-22					41986656			839521			
8-May-22					41994073						
9-May-22											
10-May-22											
11-May-22											
12-May-22											
13-May-22											
14-May-22		1248014153								480	10394
15-May-22					42051001			840969			
16-May-22											
17-May-22											
18-May-22											
19-May-22											
20-May-22											
21-May-22											
22-May-22		1251105382								512	10921
23-May-22					42134809		61000	843099			
24-May-22											
25-May-22											
26-May-22											
27-May-22											
28-May-22											
29-May-22											
30-May-22		1253916544									
31-May-22					42234468			844884		547	11353
1-Jun-22		1255195255			42265349			845154		550	11391
2-Jun-22											
3-Jun-22											
4-Jun-22											
5-Jun-22											
6-Jun-22											
7-Jun-22		1257530776									
8-Jun-22					42356832		61100	846714		562	11568
9-Jun-22					42393758						
10-Jun-22											
11-Jun-22											
12-Jun-22											
13-Jun-22											
14-Jun-22											
15-Jun-22		1286369878									
16-Jun-22					42521301			848633		580	11789
17-Jun-22											
18-Jun-22											
19-Jun-22											
20-Jun-22											
21-Jun-22											
22-Jun-22	10400000										
23-Jun-22		1290948930									
24-Jun-22					42605453			850700		592	12034
25-Jun-22					42617402						
26-Jun-22											
27-Jun-22											
28-Jun-22											
29-Jun-22							61200				
30-Jun-22							61700				
1-Jul-22	11200000	1294821991		1190000	42913058		62300	867600		635	12155
2-Jul-22	12300000			1220000			62900	883024		1420	14208
3-Jul-22	12800000				43221979		63400				
4-Jul-22	13200000			1240000			64000				
5-Jul-22	13400000			1250000			64600				
6-Jul-22	13700000						65200				
7-Jul-22	13900000						65700				
8-Jul-22	14000000			1260000			66300				
9-Jul-22	14200000	1419220389					66900				
10-Jul-22	14300000						67500	934300		1960	21713
11-Jul-22					44379270		67700				
12-Jul-22	14400000			1270000			67900				
13-Jul-22	14500000						68100				
14-Jul-22							68300				
15-Jul-22							68500				
16-Jul-22	14600000						68700				
17-Jul-22	14700000	1456680491					68900				
18-Jul-22				1280000			69100	955941		2530	25717
19-Jul-22					44956404		69300				
20-Jul-22	14800000						69500				
21-Jul-22							69800				
22-Jul-22											
23-Jul-22							69900				
24-Jul-22	14900000						70000				
25-Jul-22		1471752217									
26-Jul-22							70100	971866		2670	27164
27-Jul-22					45312873		70200				
28-Jul-22	15000000						70300				
29-Jul-22											
30-Jul-22							70400				
31-Jul-22							70500				
1-Aug-22		1481320769			45434988		70600	979527		2740	28050
2-Aug-22		1482581843									
3-Aug-22				1290000			70700	981363		2760	28284
4-Aug-22	15100000				45496846						
5-Aug-22							70800				
6-Aug-22											
7-Aug-22							70900				
8-Aug-22											
9-Aug-22							71000				
10-Aug-22		1490361429									
11-Aug-22							71100	988331		2840	28948
12-Aug-22					45642611		71200				
13-Aug-22	15200000										
14-Aug-22											
15-Aug-22							71300				
16-Aug-22											
17-Aug-22							71400				
18-Aug-22		1495727963									
19-Aug-22							71500	995077		2900	29538
20-Aug-22					45763220						
21-Aug-22							71600				
22-Aug-22											
23-Aug-22							71700				
24-Aug-22											
25-Aug-22											
26-Aug-22		1499562679					71800				
27-Aug-22							72100	1000495		2920	29879
28-Aug-22	15300000				45846601		71900				
29-Aug-22											
30-Aug-22							72000				
31-Aug-22											
1-Sep-22		1502044549			45899375		72100	1003547		2950	30234
2-Sep-22											
3-Sep-22		1502412905					72200				
4-Sep-22							72300	1004972			30377
5-Sep-22					45942035						
6-Sep-22											
7-Sep-22											
8-Sep-22											
9-Sep-22											
10-Sep-22											
11-Sep-22		1505657385									
12-Sep-22							72500	1008693		2960	30652
13-Sep-22					45998603						
14-Sep-22											
15-Sep-22											
16-Sep-22											
17-Sep-22											
18-Sep-22											
19-Sep-22		1507842479									
20-Sep-22							72600	1011320			30890
21-Sep-22					46037192						
22-Sep-22											
23-Sep-22											
24-Sep-22											
25-Sep-22											
26-Sep-22											
27-Sep-22		1509985406									
28-Sep-22								1013602		2980	31141
29-Sep-22					46070618						
30-Sep-22											
1-Oct-22	15400000	1511038182			46078359		72700	1014389			31301
2-Oct-22											
3-Oct-22											
4-Oct-22											
5-Oct-22		1512373613									
6-Oct-22								1016139		2990	31496
7-Oct-22					46115903						
8-Oct-22											
9-Oct-22											
10-Oct-22											
11-Oct-22											
12-Oct-22											
13-Oct-22		1514648262									
14-Oct-22							72900	1018586		3010	31704
15-Oct-22					46162506						
16-Oct-22											
17-Oct-22											
18-Oct-22											
19-Oct-22											
20-Oct-22											
21-Oct-22		1517210219									
22-Oct-22							73000	1021627		3020	31947
23-Oct-22					46218782						
24-Oct-22											
25-Oct-22											
26-Oct-22											
27-Oct-22											
28-Oct-22											
29-Oct-22	15500000	1521238425									
30-Oct-22				1300000			73200	1024997		3040	32269
31-Oct-22					46300827						
1-Nov-22											
2-Nov-22											
3-Nov-22											
4-Nov-22											
5-Nov-22		1526980476									
6-Nov-22							73400	1028949		3070	32637
7-Nov-22					46366169						
