Date	Subscribers	Views		Subscriber 2	Views 2		Subscibers 3	Views 3		Subscribers 4	Views 4
9-Apr-15	12938										
10-Apr-15	12991	2193467									
11-Apr-15	13058	2224325									
12-Apr-15	13139										
13-Apr-15	13191										
14-Apr-15	13272	2267243									
15-Apr-15	13329	2295805									
16-Apr-15	13386	2311659									
17-Apr-15	13430										
18-Apr-15	13493	2340649									
19-Apr-15	13563										
20-Apr-15	13601	2357486									
21-Apr-15	13639	2375634									
22-Apr-15	13688	2390428									
23-Apr-15	13732	2407935									
24-Apr-15	13762	2423916									
25-Apr-15	13816	2451915									
26-Apr-15	13867										
27-Apr-15	13913	2468298									
28-Apr-15	13967										
29-Apr-15	14010	2499165									
30-Apr-15	14024	2524038									
1-May-15	14067										
2-May-15	14103	2550646									
3-May-15	14148										
4-May-15	14185	2567071									
5-May-15	14198	2583149									
6-May-15	14234	2608429									
7-May-15	14262										
8-May-15	14288	2620521									
9-May-15	14331	2644483									
10-May-15	14372										
11-May-15	14409	2661773									
12-May-15	14448	2677403									
13-May-15	14473	2686407									
14-May-15	14505	2694611									
15-May-15	14552	2704984									
16-May-15	14587	2715560									
17-May-15	14640	2727389									
18-May-15	14686	2739368									
19-May-15	14703	2763073									
20-May-15	14724										
21-May-15	14747	2774354									
22-May-15	14777	2798229									
23-May-15	14827	2808358									
24-May-15	14881										
25-May-15	14927	2833318									
26-May-15	14961	2846761									
27-May-15	14998										
28-May-15	15043	2857841									
29-May-15	15087	2869846									
30-May-15	15166	2889073									
31-May-15	15310	2902734									
1-Jun-15	15448										
2-Jun-15	15569	2920334									
3-Jun-15	15684	2934529									
4-Jun-15	15770	2948777									
5-Jun-15	15825	2962261									
6-Jun-15	15936	2975767									
7-Jun-15	16047	3010407									
8-Jun-15	16140										
9-Jun-15	16237										
10-Jun-15	16330	3052216									
11-Jun-15	16408	3090402									
12-Jun-15	16505										
13-Jun-15	16603	3126152									
14-Jun-15	16709	3145980									
15-Jun-15	16807										
16-Jun-15	16916	3165887									
17-Jun-15	17028	3184494									
18-Jun-15	17108	3226584									
19-Jun-15	17188										
20-Jun-15	17260	3245662									
21-Jun-15	17319	3280425									
22-Jun-15	17376										
23-Jun-15	17438										
24-Jun-15	17479	3313238									
25-Jun-15	17538	3328096									
26-Jun-15	17588	3345680									
27-Jun-15	17639	3361305									
28-Jun-15	17680	3377346									
29-Jun-15	17745	3393485									
30-Jun-15	17788										
1-Jul-15	17840										
2-Jul-15	17883										
3-Jul-15	17940	3452145									
4-Jul-15	18020	3491736									
5-Jul-15	18090	3512782									
6-Jul-15	18168	3534494									
7-Jul-15	18247	3554473									
8-Jul-15	18323	3572589									
9-Jul-15	18381	3589200									
10-Jul-15	18444	3606663									
11-Jul-15	18497	3622230									
12-Jul-15	18579	3637027									
13-Jul-15	18649										
14-Jul-15	18714	3680160									
15-Jul-15	18789	3697901									
16-Jul-15	18870	3715371									
17-Jul-15	18945	3731003									
18-Jul-15	19005	3746937									
19-Jul-15	19064	3763089									
20-Jul-15	19136	3778856									
21-Jul-15	19145										
22-Jul-15	19280	3818743									
23-Jul-15	19358	3836610									
24-Jul-15	19410										
25-Jul-15	19476	3876074									
26-Jul-15	19543	3893731									
27-Jul-15	19594	3909377									
28-Jul-15	19672										
29-Jul-15	19741	3927162									
30-Jul-15	19811	3957508									
31-Jul-15	19901	3975942									
1-Aug-15	20011	3992105									
2-Aug-15	20100	4010141									
3-Aug-15	20159	4026850									
4-Aug-15	20231										
5-Aug-15	20305	4042739									
6-Aug-15	20372	4072714									
7-Aug-15	20440	4094273									
8-Aug-15	20514	4116916									
9-Aug-15	20590	4137724									
10-Aug-15	20683	4155683									
11-Aug-15	20751	4177854									
12-Aug-15	20819										
13-Aug-15	20937	4214388									
14-Aug-15	21062	4194518									
15-Aug-15	21164	4219978									
16-Aug-15	21247	4244204									
17-Aug-15	21340	4266428									
18-Aug-15	21421										
19-Aug-15	21503	4311592									
20-Aug-15	21608	4333460									
21-Aug-15	21690	4356758									
22-Aug-15	21819	4378135									
23-Aug-15	22101	4397620									
24-Aug-15	22339	4423866									
25-Aug-15	22508										
26-Aug-15	22665	4486172									
27-Aug-15	22852	4507876									
28-Aug-15	23038	4529686									
29-Aug-15	23176	4555817									
30-Aug-15	23301	4577923									
31-Aug-15	23422	4602812									
1-Sep-15	23503	4628994									
2-Sep-15	23667	4649731									
3-Sep-15	23817	4670275									
4-Sep-15	23958	4692772									
5-Sep-15	24115	4719178									
6-Sep-15	24278	4746311									
7-Sep-15	24406	4772050									
8-Sep-15	24493										
9-Sep-15	24591	4827246									
10-Sep-15	24668	4848864									
11-Sep-15	24795	4870575									
12-Sep-15	24965	4891599									
13-Sep-15	25110	4911661									
14-Sep-15	25206	4938667									
15-Sep-15	25324	4972325									
16-Sep-15	25393	4991828									
17-Sep-15	25487	5007395									
18-Sep-15	25577	5025290									
19-Sep-15	25714	5045834									
20-Sep-15	25858	5066033									
21-Sep-15	26016	5092851									
22-Sep-15	26089	5124153									
23-Sep-15	26208	5147180									
24-Sep-15	26303	5164451									
25-Sep-15	26386	5184176									
26-Sep-15	26454	5200319									
27-Sep-15	26582	5215230									
28-Sep-15	26680	5238647									
29-Sep-15	26750	5270332									
30-Sep-15	26840	5290768									
1-Oct-15	26928	5308757									
2-Oct-15	27013	5327025									
3-Oct-15	27139	5347962									
4-Oct-15	27286	5370127									
5-Oct-15	27368	5395947									
6-Oct-15	27439	5422018									
7-Oct-15	27486	5438197									
8-Oct-15	27545	5451322									
9-Oct-15	27670	5467737									
10-Oct-15	27807	5486255									
11-Oct-15	27914	5503438									
12-Oct-15	28003	5526913									
13-Oct-15	28051	5547667									
14-Oct-15	28118	5573786									
15-Oct-15	28179	5599811									
16-Oct-15	28307	5620514									
17-Oct-15	28449	5638562									
18-Oct-15	28605	5660497									
19-Oct-15	28711	5686417									
20-Oct-15	28821										
21-Oct-15	28919	5737604									
22-Oct-15	28993	5761212									
23-Oct-15	29126	5781778									
24-Oct-15	29274	5799845									
25-Oct-15	29422	5820296									
26-Oct-15	29533	5846430									
27-Oct-15	29658										
28-Oct-15	29781	5898288									
29-Oct-15	29940	5922841									
30-Oct-15	30049	5946939									
31-Oct-15	30163	5966310									
1-Nov-15	30351	5983565									
2-Nov-15	30470	6007456									
3-Nov-15	30545										
4-Nov-15	30654	6057957									
5-Nov-15	30735	6076776									
6-Nov-15	30834	6098195									
7-Nov-15	30963	6119148									
8-Nov-15	31120	6144100									
9-Nov-15	31248	6171881									
10-Nov-15	31347										
11-Nov-15	31448										
12-Nov-15	31542	6242699									
13-Nov-15	31595	6266061									
14-Nov-15	31717	6287036									
15-Nov-15	31846	6310275									
16-Nov-15	31958	6343814									
17-Nov-15	32053	6368800									
18-Nov-15	32154	6394525									
19-Nov-15	32233	6416499									
20-Nov-15	32343	6435055									
21-Nov-15	32467										
22-Nov-15	32578										
23-Nov-15	32667										
24-Nov-15	32743										
25-Nov-15	32854										
26-Nov-15	32938										
27-Nov-15	33014										
28-Nov-15	33146										
29-Nov-15	33264										
30-Nov-15	33376										
1-Dec-15	33451										
2-Dec-15	33536										
3-Dec-15	33600										
4-Dec-15	33661										
5-Dec-15	33814										
6-Dec-15	33938										
7-Dec-15	34018										
8-Dec-15	34074										
9-Dec-15	34156										
10-Dec-15	34223										
11-Dec-15	34287										
12-Dec-15	34412										
13-Dec-15	34551										
14-Dec-15	34663										
15-Dec-15	34735										
16-Dec-15	34806										
17-Dec-15	34876										
18-Dec-15	34937										
19-Dec-15	35028										
20-Dec-15	35127										
21-Dec-15	35215										
22-Dec-15	35298										
23-Dec-15	35375										
24-Dec-15	35483										
25-Dec-15	35615										
26-Dec-15	35861										
27-Dec-15	36331										
28-Dec-15	36660										
29-Dec-15	36953										
30-Dec-15	37233										
31-Dec-15	37514										
1-Jan-16	37960										
2-Jan-16	38313										
3-Jan-16	38642										
4-Jan-16	38787										
5-Jan-16	38958										
6-Jan-16	39128										
7-Jan-16	39278										
8-Jan-16	39437										
9-Jan-16	39711										
10-Jan-16	39909										
11-Jan-16	40033										
12-Jan-16	40216										
13-Jan-16	40460										
14-Jan-16	40712										
15-Jan-16	40945										
16-Jan-16	41174										
17-Jan-16	41374										
18-Jan-16	41564										
19-Jan-16	41685										
20-Jan-16	41879										
21-Jan-16	42040										
22-Jan-16	42213										
23-Jan-16	42307										
24-Jan-16	42384										
25-Jan-16	42535										
26-Jan-16	42736										
27-Jan-16	42946										
28-Jan-16	43076										
29-Jan-16	43281										
30-Jan-16	43616										
31-Jan-16	43898										
1-Feb-16	44032										
2-Feb-16	44160										
3-Feb-16	44286										
4-Feb-16	44437										
5-Feb-16	44497										
6-Feb-16	44560										
7-Feb-16	44643										
8-Feb-16	44731										
9-Feb-16	44837										
10-Feb-16	44976										
11-Feb-16	45218										
12-Feb-16	46074										
13-Feb-16	46663										
14-Feb-16	47162										
15-Feb-16	47498										
16-Feb-16	47733										
17-Feb-16	47749										
18-Feb-16	47879										
19-Feb-16	48068										
20-Feb-16	48265										
21-Feb-16	48546										
22-Feb-16	50343										
23-Feb-16	51537										
24-Feb-16	51956										
25-Feb-16	52071										
26-Feb-16	52216										
27-Feb-16	52458										
28-Feb-16	52697										
29-Feb-16	52819										
1-Mar-16	52954										
2-Mar-16	53088										
3-Mar-16	53219										
4-Mar-16	53372										
5-Mar-16	53568										
6-Mar-16	53719										
7-Mar-16	53835										
8-Mar-16	53901										
9-Mar-16	53992										
10-Mar-16	54178										
11-Mar-16	54191										
12-Mar-16	54268										
13-Mar-16	54390										
14-Mar-16	54484										
15-Mar-16	54606										
16-Mar-16	54687										
17-Mar-16	54796										
18-Mar-16	54903										
19-Mar-16	55106										
20-Mar-16	55243										
21-Mar-16	55375										
22-Mar-16	55475										
23-Mar-16	55555										
24-Mar-16	55684										
25-Mar-16	55832										
26-Mar-16	55989										
27-Mar-16	56145										
28-Mar-16	56254										
29-Mar-16	56359										
30-Mar-16	56460										
31-Mar-16	56563										
1-Apr-16	56641										
2-Apr-16	56776										
3-Apr-16	56933										
4-Apr-16	57030										
5-Apr-16	57120										
6-Apr-16	57224										
7-Apr-16	57281										
8-Apr-16	57320										
9-Apr-16	57381										
10-Apr-16	57460										
11-Apr-16	57524										
12-Apr-16	57599										
13-Apr-16	57679										
14-Apr-16	57775										
15-Apr-16	57841										
16-Apr-16	58042										
17-Apr-16	58119										
18-Apr-16	58258										
19-Apr-16	58401										
20-Apr-16	58513										
21-Apr-16	58571										
22-Apr-16	58641										
23-Apr-16	58751										
24-Apr-16	58850										
25-Apr-16	58946										
26-Apr-16	59008										
27-Apr-16	59076										
28-Apr-16	59107										
29-Apr-16	59201										
30-Apr-16	59279										
1-May-16	59377										
2-May-16	59415										
3-May-16	59478										
4-May-16	59558										
5-May-16	59652										
6-May-16	59710										
7-May-16	59823										
8-May-16	59931										
9-May-16	60038										
10-May-16	60164										
11-May-16	60213										
12-May-16	60294										
13-May-16	60389										
14-May-16	60482										
15-May-16	60610										
16-May-16	60724										
17-May-16	60795										
18-May-16	60870										
19-May-16	60950										
20-May-16	61031										
21-May-16	61156										
22-May-16	61307										
23-May-16	61400										
24-May-16	61497										
25-May-16	61589										
26-May-16	61662										
27-May-16	61742										
28-May-16	61896										
29-May-16	62027										
30-May-16	62184										
31-May-16	62269										
1-Jun-16	62542										
2-Jun-16	62816										
3-Jun-16	63054										
4-Jun-16	63307										
5-Jun-16	63499										
6-Jun-16	63646										
7-Jun-16	63811										
8-Jun-16	63954										
9-Jun-16	64104										
10-Jun-16	64222										
11-Jun-16	64386										
12-Jun-16	64545										
13-Jun-16	64683										
14-Jun-16	65072										
15-Jun-16	65251										
16-Jun-16	65430										
17-Jun-16	65608										
18-Jun-16	65800										
19-Jun-16	65974										
20-Jun-16	66175										
21-Jun-16	66348										
22-Jun-16	66542										
23-Jun-16	66860										
24-Jun-16	68610										
25-Jun-16	70554										
26-Jun-16	71967										
27-Jun-16	73396										
28-Jun-16	71985										
29-Jun-16	72732										
30-Jun-16	73394										
1-Jul-16	74086										
2-Jul-16	74206										
3-Jul-16	74395										
4-Jul-16	74591										
5-Jul-16	74855										
6-Jul-16	75041										
7-Jul-16	75221										
8-Jul-16	75426										
9-Jul-16	75625										
10-Jul-16	75804										
11-Jul-16	75997										
12-Jul-16	76172										
13-Jul-16	76342										
14-Jul-16	76505										
15-Jul-16	76625										
16-Jul-16	76737										
17-Jul-16	76864										
18-Jul-16	76973										
19-Jul-16	77106										
20-Jul-16	77230										
21-Jul-16	77340										
22-Jul-16	77456										
23-Jul-16	77521										
24-Jul-16	77628										
25-Jul-16	77721										
26-Jul-16	77806										
27-Jul-16	77902										
28-Jul-16	78052										
29-Jul-16	78168										
30-Jul-16	78241										
31-Jul-16	78386										
1-Aug-16	78506										
2-Aug-16	78651										
3-Aug-16	78789										
4-Aug-16	78940										
5-Aug-16	79062										
6-Aug-16	79230										
7-Aug-16	79450										
8-Aug-16	79607										
9-Aug-16	80125										
10-Aug-16	82012										
11-Aug-16	84137										
12-Aug-16	85630										
13-Aug-16	85824										
14-Aug-16	86143										
15-Aug-16	86326										
16-Aug-16	86532										
17-Aug-16	86732										
18-Aug-16	86913										
19-Aug-16	87874										
20-Aug-16	88799										
21-Aug-16	89649										
22-Aug-16	90102										
23-Aug-16	90261										
24-Aug-16	90396										
25-Aug-16	90519										
26-Aug-16	90631										
27-Aug-16	90741										
28-Aug-16	90947										
29-Aug-16	91141										
30-Aug-16	91243										
31-Aug-16	91317										
1-Sep-16	91409										
2-Sep-16	91536										
3-Sep-16	91722										
4-Sep-16	91902										
5-Sep-16	92061										
6-Sep-16	92145										
7-Sep-16	92234										
8-Sep-16	92336										
9-Sep-16	92423										
10-Sep-16	92525										
11-Sep-16	92648										
12-Sep-16	92769										
13-Sep-16	92875										
14-Sep-16	92970										
15-Sep-16	93069										
16-Sep-16	93177										
17-Sep-16	93331										
18-Sep-16	93451										
19-Sep-16	93542										
20-Sep-16	93653										
21-Sep-16	93708										
22-Sep-16	93756										
23-Sep-16	93805										
24-Sep-16	93906										
25-Sep-16	94058										
26-Sep-16	94085										
27-Sep-16	94137										
28-Sep-16	94196										
29-Sep-16	94264										
30-Sep-16	94336										
1-Oct-16	94438										
2-Oct-16	94559										
3-Oct-16	94637										
4-Oct-16	94719										
5-Oct-16	94759										
6-Oct-16	94824										
7-Oct-16	94909										
8-Oct-16	95001										
9-Oct-16	95110										
10-Oct-16	95222										
11-Oct-16	95317										
12-Oct-16	95387										
13-Oct-16	95441										
14-Oct-16	95494										
15-Oct-16	95565										
16-Oct-16	95642										
17-Oct-16	95699										
18-Oct-16	95714										
19-Oct-16	95772										
20-Oct-16	95820										
21-Oct-16	95874	14808576									
22-Oct-16	95981										
23-Oct-16	96126										
24-Oct-16	96214										
25-Oct-16	96302										
26-Oct-16	96412										
27-Oct-16	96504										
28-Oct-16	96583										
29-Oct-16	96745	14938884									
30-Oct-16	96884										
31-Oct-16	96944										
1-Nov-16	97020	14998613									
2-Nov-16	96973										
3-Nov-16	97029										
4-Nov-16	97061										
5-Nov-16	97101										
6-Nov-16	97217	15043552									
7-Nov-16	97274										
8-Nov-16	97329										
9-Nov-16	97373										
10-Nov-16	97418										
11-Nov-16	97513										
12-Nov-16	97646										
13-Nov-16	97739										
14-Nov-16	97815	15175112									
15-Nov-16	97832										
16-Nov-16	97821										
17-Nov-16	97857										
18-Nov-16	97920										
19-Nov-16	97985										
20-Nov-16	98054										
21-Nov-16	98082										
22-Nov-16	98103	15314002									
23-Nov-16	98147										
24-Nov-16	98211										
25-Nov-16	98285										
26-Nov-16	98384										
27-Nov-16	98489										
28-Nov-16	98553										
29-Nov-16	98637										
30-Nov-16	98693	15442516									
1-Dec-16	98772										
2-Dec-16	98802										
3-Dec-16	98862										
4-Dec-16	98902										
5-Dec-16	98953										
6-Dec-16	99036										
7-Dec-16	99108										
8-Dec-16	99165	15581402									
9-Dec-16	99228										
10-Dec-16	99361										
11-Dec-16	99465										
12-Dec-16	99589										
13-Dec-16	99696										
14-Dec-16	99752										
15-Dec-16	99834										
16-Dec-16	99913	15735563									
17-Dec-16	100120										
18-Dec-16	100289										
19-Dec-16	100376										
20-Dec-16	100456										
21-Dec-16	100545										
22-Dec-16	100616										
23-Dec-16	100705										
24-Dec-16	100743	15907625									
25-Dec-16	100817										
26-Dec-16	100957										
27-Dec-16	101075										
28-Dec-16	101168										
29-Dec-16	101277										
30-Dec-16	101388										
31-Dec-16	101484										
1-Jan-17	101597	16078053									
2-Jan-17	101699										
3-Jan-17	101815										
4-Jan-17	102053										
5-Jan-17	102157										
6-Jan-17	102240										
7-Jan-17	102371										
8-Jan-17	102491										
9-Jan-17	102577	16240161									
10-Jan-17	102646										
11-Jan-17	102722										
12-Jan-17	102818										
13-Jan-17	102927										
14-Jan-17	103042										
15-Jan-17	103168										
16-Jan-17	103360										
17-Jan-17	103517	16855664									
18-Jan-17	103706										
19-Jan-17	103891										
20-Jan-17	104059										
21-Jan-17	104273										
22-Jan-17	104547										
23-Jan-17	104713										
24-Jan-17	104886										
25-Jan-17	105060	16619853									
26-Jan-17	105138										
27-Jan-17	105250										
28-Jan-17	105469										
29-Jan-17	105803										
30-Jan-17	106034										
31-Jan-17	106196										
1-Feb-17	106363	16870992									
2-Feb-17	106534										
3-Feb-17	106636										
4-Feb-17	106730										
5-Feb-17	106860										
6-Feb-17	106918										
7-Feb-17	107043										
8-Feb-17	107078										
9-Feb-17	107277										
10-Feb-17	107351	17106985									
11-Feb-17	107490										
12-Feb-17	107596										
13-Feb-17	107744										
14-Feb-17	107868										
15-Feb-17	108078										
16-Feb-17	108386										
17-Feb-17	109112										
18-Feb-17	109806	17406807									
19-Feb-17	110432										
20-Feb-17	111155										
21-Feb-17	111483										
22-Feb-17	111958										
23-Feb-17	112369										
24-Feb-17	112766										
25-Feb-17	113447										
26-Feb-17	114639	17755528									
27-Feb-17	116298										
28-Feb-17	117593										
1-Mar-17	118368	17883196									
2-Mar-17	119384										
3-Mar-17	120138										
4-Mar-17	120631										
5-Mar-17	121592										
6-Mar-17	122521	18094071									
7-Mar-17	122971										
8-Mar-17	123501										
9-Mar-17	123693										
10-Mar-17	123748										
11-Mar-17	123851										
12-Mar-17	123971										
13-Mar-17	124133										
14-Mar-17	124322	18320726									
15-Mar-17	124484										
16-Mar-17	124610										
17-Mar-17	124760										
18-Mar-17	124920										
19-Mar-17	125114										
20-Mar-17	125291										
21-Mar-17	125434										
22-Mar-17	125570	18593413									
23-Mar-17	125763										
24-Mar-17	125986										
25-Mar-17	126221										
26-Mar-17	126495										
27-Mar-17	126734										
28-Mar-17	126954										
29-Mar-17	127146										
30-Mar-17	127368	18974822									
31-Mar-17	127561										
1-Apr-17	127813	19121682									
2-Apr-17	128029										
3-Apr-17	128191										
4-Apr-17	128445										
5-Apr-17	128665										
6-Apr-17	128834										
7-Apr-17	128978	19487539									
8-Apr-17	129135										
9-Apr-17	129346										
10-Apr-17	129534										
11-Apr-17	129824										
12-Apr-17	130036										
13-Apr-17	130203										
14-Apr-17	130528										
15-Apr-17	130815	20027235									
16-Apr-17	131053										
17-Apr-17	131915										
18-Apr-17	132392										
19-Apr-17	132669										
20-Apr-17	132890										
21-Apr-17	133057										
22-Apr-17	133330										
23-Apr-17	133732	20496166									
24-Apr-17	134070										
25-Apr-17	134354										
26-Apr-17	134571										
27-Apr-17	134795										
28-Apr-17	135049										
29-Apr-17	135356										
30-Apr-17	135745										
1-May-17	136122	21136868									
2-May-17	136386										
3-May-17	136625										
4-May-17	136834										
5-May-17	137102										
6-May-17	137442										
7-May-17	138028										
8-May-17	138242										
9-May-17	138615	21592327									
10-May-17	138860										
11-May-17	139031										
12-May-17	139218										
13-May-17	139452										
14-May-17	139939										
15-May-17	140241										
16-May-17	140479										
17-May-17	140705	22036495									
18-May-17	140735										
19-May-17	140865										
20-May-17	141136										
21-May-17	141323										
22-May-17	141447										
23-May-17	141616										
24-May-17	141806										
25-May-17	142008	22486807									
26-May-17	142280										
27-May-17	142611										
28-May-17	142824										
29-May-17	143037										
30-May-17	143373										
31-May-17	143557										
1-Jun-17	143830	22823353									
2-Jun-17	143965	22879632									
3-Jun-17	144180										
4-Jun-17	144573										
5-Jun-17	145340										
6-Jun-17	147668										
7-Jun-17	150265										
8-Jun-17	152320										
9-Jun-17	153564										
10-Jun-17	154383	23217893									
11-Jun-17	156371										
12-Jun-17	157899										
13-Jun-17	159069										
14-Jun-17	160126										
15-Jun-17	161147										
16-Jun-17	162270										
17-Jun-17	163424										
18-Jun-17	164609	23660027									
19-Jun-17	165637										
20-Jun-17	166744										
21-Jun-17	168066										
22-Jun-17	169317										
23-Jun-17	170508										
24-Jun-17	171889										
25-Jun-17	173291										
26-Jun-17	174692	24323058									
27-Jun-17	175817										
28-Jun-17	177371										
29-Jun-17	178887										
30-Jun-17	181957										
1-Jul-17	183867	24942206									
2-Jul-17	186042										
3-Jul-17	186907										
4-Jul-17	188969	25169176									
5-Jul-17	190578										
6-Jul-17	192608										
7-Jul-17	194076										
8-Jul-17	196644										
9-Jul-17	198692										
10-Jul-17	200492										
11-Jul-17	201545										
12-Jul-17	202084	25892176									
13-Jul-17	202844										
14-Jul-17	203280										
15-Jul-17	204532										
16-Jul-17	205895										
17-Jul-17	206735										
18-Jul-17	208011										
19-Jul-17	210845										
20-Jul-17	214980	26730307									
21-Jul-17	219178										
22-Jul-17	224026										
23-Jul-17	228542										
24-Jul-17	234238										
25-Jul-17	237278										
26-Jul-17	240612										
27-Jul-17	243664										
28-Jul-17	250626	29704958									
29-Jul-17	255123										
30-Jul-17	257270										
31-Jul-17	257314										
1-Aug-17	260036	30988570									
2-Aug-17	263218										
3-Aug-17	264712										
4-Aug-17	265865										
5-Aug-17	269431	31950011									
6-Aug-17	271130										
7-Aug-17	272290										
8-Aug-17	273549										
9-Aug-17	274918										
10-Aug-17	275838										
11-Aug-17	277090										
12-Aug-17	278487										
13-Aug-17	278982	33888361									
14-Aug-17	279697										
15-Aug-17	280346										
16-Aug-17	280957										
17-Aug-17	281554										
18-Aug-17	282268										
19-Aug-17	282883										
20-Aug-17	283348										
21-Aug-17	283700	34794501									
22-Aug-17	284245										
23-Aug-17	285084										
24-Aug-17	285521										
25-Aug-17	285837										
26-Aug-17	286415										
27-Aug-17	286995										
28-Aug-17	287604										
29-Aug-17	288084	35836408									
30-Aug-17	288678										
31-Aug-17	289278										
1-Sep-17	290164	36165153									
2-Sep-17	290992										
3-Sep-17	292010										
4-Sep-17	293295										
5-Sep-17	294154										
6-Sep-17	294899	37140624									
7-Sep-17	295686										
8-Sep-17	296302										
9-Sep-17	297178										
10-Sep-17	298130										
11-Sep-17	298650										
12-Sep-17	299123										
13-Sep-17	299588										
14-Sep-17	300079	38306511									
15-Sep-17	300387										
16-Sep-17	300839										
17-Sep-17	301277										
18-Sep-17	301637										
19-Sep-17	302002										
20-Sep-17	302509										
21-Sep-17	303002										
22-Sep-17	303373	39550741									
23-Sep-17	303951										
24-Sep-17	304860										
25-Sep-17	306146										
26-Sep-17	306786										
27-Sep-17	307493										
28-Sep-17	308246										
29-Sep-17	308865										
30-Sep-17	309711	40718959									
1-Oct-17	311294	40862010									
2-Oct-17	313102										
3-Oct-17	314395										
4-Oct-17	315763										
5-Oct-17	317461										
6-Oct-17	318826										
7-Oct-17	321246										
8-Oct-17	323271	42408652									
9-Oct-17	324727										
10-Oct-17	325713										
11-Oct-17	326939										
12-Oct-17	328233										
13-Oct-17	329121										
14-Oct-17	331558										
15-Oct-17	340635										
16-Oct-17	344178	44316213									
17-Oct-17	345679										
18-Oct-17	346836										
19-Oct-17	347670										
20-Oct-17	348533										
21-Oct-17	349601										
22-Oct-17	350637										
23-Oct-17	351405										
24-Oct-17	352134	45940962									
25-Oct-17	352979										
26-Oct-17	353780										
27-Oct-17	354417										
28-Oct-17	357016										
29-Oct-17	359450										
30-Oct-17	360268										
31-Oct-17	360887										
1-Nov-17	361511	47615606									
2-Nov-17	362031										
3-Nov-17	362409										
4-Nov-17	362952										
5-Nov-17	363660										
6-Nov-17	364157										
7-Nov-17	365078										
8-Nov-17	365462										
9-Nov-17	365597	48732135									
10-Nov-17	366002										
11-Nov-17	368629										
12-Nov-17	369989										
13-Nov-17	370594										
14-Nov-17	370975										
15-Nov-17	371412										
16-Nov-17	372050										
17-Nov-17	373372	50035028									
18-Nov-17	373911										
19-Nov-17	374482										
20-Nov-17	375725										
21-Nov-17	376440										
22-Nov-17	376748										
23-Nov-17	377507										
24-Nov-17	378235										
25-Nov-17	378934	51239801									
26-Nov-17	379646										
27-Nov-17	380136										
28-Nov-17	380669										
29-Nov-17	381154										
30-Nov-17	381824										
1-Dec-17	382363	51945320									
2-Dec-17	383294										
3-Dec-17	384146	52303037									
4-Dec-17	384572										
5-Dec-17	384895										
6-Dec-17	385468										
7-Dec-17	386054										
8-Dec-17	386447										
9-Dec-17	387066										
10-Dec-17	387490										
11-Dec-17	387991	53309514									
12-Dec-17	388446										
13-Dec-17	388851										
14-Dec-17	389218										
15-Dec-17	389575										
16-Dec-17	390004										
17-Dec-17	390383										
18-Dec-17	390786										
19-Dec-17	391185	54283855									
20-Dec-17	391680										
21-Dec-17	392197										
22-Dec-17	392778										
23-Dec-17	393690										
24-Dec-17	394414										
25-Dec-17	395252										
26-Dec-17	396261										
27-Dec-17	397120	55632733									
28-Dec-17	397845										
29-Dec-17	399012										
30-Dec-17	400086										
31-Dec-17	400902			0	0						
1-Jan-18	401708	56521878		166							
2-Jan-18	402440			288							
3-Jan-18	403116			411							
4-Jan-18	403860	57066252		534							
5-Jan-18	404497			753							
6-Jan-18	405225			972							
7-Jan-18	405689			1090							
8-Jan-18	406110			1159							
9-Jan-18	406456			1192							
10-Jan-18	406854			1239							
11-Jan-18	406430			1288							
12-Jan-18	406718	57913765		1911							
13-Jan-18	407136			2050							
14-Jan-18	407632			2345							
15-Jan-18	408251			2673							
16-Jan-18	408606			2829							
17-Jan-18	409003			2844							
18-Jan-18	409348			2926							
19-Jan-18	409704			2982							
20-Jan-18	410110	59172545		3034							
21-Jan-18	410571			3108							
22-Jan-18	410943			3182							
23-Jan-18	411224			3221							
24-Jan-18	411548			3263							
25-Jan-18	411912			3320							
26-Jan-18	412335			3360							
27-Jan-18	412801			3398							
28-Jan-18	413511	60259063		3449							
29-Jan-18	414072			3501							
30-Jan-18	414576			3553							
31-Jan-18	415020			3605							
1-Feb-18	415896	61092883		3706			117				
2-Feb-18	416609			3820							
3-Feb-18	417567			3945							
4-Feb-18	418118			3956							
5-Feb-18	418528	61642493		4017							
6-Feb-18	418896			4049							
7-Feb-18	419215			4081							
8-Feb-18	419523			4114							
9-Feb-18	419813			4145							
10-Feb-18	420057			4174							
11-Feb-18	420591			4221							
12-Feb-18	420931			4271							
13-Feb-18	421233	62084716		4307							
14-Feb-18	421565			4549							
15-Feb-18	421824			4700							
16-Feb-18	422107			4902							
17-Feb-18	422382			4978							
18-Feb-18	422859			5040							
19-Feb-18	423329			5085							
20-Feb-18	423670			5149							
21-Feb-18	423964	62883120		5192							
22-Feb-18	424468			5235							
23-Feb-18	425101			5281							
24-Feb-18	425855			5356							
25-Feb-18	426849			5405							
26-Feb-18	427746			5423							
27-Feb-18	428564			5457							
28-Feb-18	429690			5477							
1-Mar-18	430557	64430648		5505							
2-Mar-18	431325			5527							
3-Mar-18	432740			5572							
4-Mar-18	434594			5626							
5-Mar-18	435623			5665							
6-Mar-18	436291			5707							
7-Mar-18	437105			5734							
8-Mar-18	437805			5762							
9-Mar-18	438500	61269938		5797							
10-Mar-18	439387			5813							
11-Mar-18	440049			5863							
12-Mar-18	440405			5877							
13-Mar-18	440932			5892							
14-Mar-18	441342			5920							
15-Mar-18	441976			5948							
